,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_range,time_signature,track_href,type,uri,valence
68,0.222,https://api.spotify.com/v1/audio-analysis/0kp0ovTvyYUdoexEt7AcoL,0.932,188613.0,0.762,0kp0ovTvyYUdoexEt7AcoL,0.0,10.0,0.164,-3.376,0.0,0.0747,124.975,medium_term,4.0,https://api.spotify.com/v1/tracks/0kp0ovTvyYUdoexEt7AcoL,audio_features,spotify:track:0kp0ovTvyYUdoexEt7AcoL,0.931
69,0.18,https://api.spotify.com/v1/audio-analysis/5z5wYWL1IO6y2yEFBOiGt0,0.785,527240.0,0.579,5z5wYWL1IO6y2yEFBOiGt0,0.543,7.0,0.168,-10.069,1.0,0.0356,127.003,medium_term,4.0,https://api.spotify.com/v1/tracks/5z5wYWL1IO6y2yEFBOiGt0,audio_features,spotify:track:5z5wYWL1IO6y2yEFBOiGt0,0.262
70,0.0603,https://api.spotify.com/v1/audio-analysis/6UjBPdD3La0j1JTaT7R6fK,0.822,221709.0,0.696,6UjBPdD3La0j1JTaT7R6fK,0.000144,0.0,0.0717,-8.468,1.0,0.0474,117.049,medium_term,4.0,https://api.spotify.com/v1/tracks/6UjBPdD3La0j1JTaT7R6fK,audio_features,spotify:track:6UjBPdD3La0j1JTaT7R6fK,0.856
71,0.447,https://api.spotify.com/v1/audio-analysis/03mLAlhYmKXxquY4jub842,0.888,224754.0,0.847,03mLAlhYmKXxquY4jub842,0.311,5.0,0.269,-8.088,0.0,0.18,122.006,medium_term,4.0,https://api.spotify.com/v1/tracks/03mLAlhYmKXxquY4jub842,audio_features,spotify:track:03mLAlhYmKXxquY4jub842,0.486
72,0.581,https://api.spotify.com/v1/audio-analysis/19WnqQkcBqVF2HN9n1kawh,0.875,189518.0,0.504,19WnqQkcBqVF2HN9n1kawh,0.00315,0.0,0.486,-10.549,1.0,0.0603,124.971,medium_term,4.0,https://api.spotify.com/v1/tracks/19WnqQkcBqVF2HN9n1kawh,audio_features,spotify:track:19WnqQkcBqVF2HN9n1kawh,0.487
73,0.929,https://api.spotify.com/v1/audio-analysis/7tIwbNCCslryIQz02UZgei,0.475,91604.0,0.351,7tIwbNCCslryIQz02UZgei,4.01e-05,8.0,0.517,-11.718,0.0,0.203,122.758,medium_term,3.0,https://api.spotify.com/v1/tracks/7tIwbNCCslryIQz02UZgei,audio_features,spotify:track:7tIwbNCCslryIQz02UZgei,0.149
74,0.000736,https://api.spotify.com/v1/audio-analysis/4GRhLzeZgi7nsG4d82YfIO,0.428,355451.0,0.99,4GRhLzeZgi7nsG4d82YfIO,0.00586,10.0,0.349,-4.231,1.0,0.191,124.722,medium_term,4.0,https://api.spotify.com/v1/tracks/4GRhLzeZgi7nsG4d82YfIO,audio_features,spotify:track:4GRhLzeZgi7nsG4d82YfIO,0.102
75,0.00333,https://api.spotify.com/v1/audio-analysis/6pLqWnPefTep0LTUVG9PHG,0.748,464933.0,0.711,6pLqWnPefTep0LTUVG9PHG,0.917,5.0,0.259,-11.523,0.0,0.0407,124.855,medium_term,4.0,https://api.spotify.com/v1/tracks/6pLqWnPefTep0LTUVG9PHG,audio_features,spotify:track:6pLqWnPefTep0LTUVG9PHG,0.0823
76,0.318,https://api.spotify.com/v1/audio-analysis/1GCP8U6zN6l0cSaArj9THT,0.832,246818.0,0.719,1GCP8U6zN6l0cSaArj9THT,0.000663,10.0,0.107,-5.427,0.0,0.0545,115.053,medium_term,4.0,https://api.spotify.com/v1/tracks/1GCP8U6zN6l0cSaArj9THT,audio_features,spotify:track:1GCP8U6zN6l0cSaArj9THT,0.329
77,0.279,https://api.spotify.com/v1/audio-analysis/1y5izlEMhLlV4gbhLUJHpI,0.581,250347.0,0.692,1y5izlEMhLlV4gbhLUJHpI,0.000235,0.0,0.113,-5.896,1.0,0.0301,128.778,medium_term,4.0,https://api.spotify.com/v1/tracks/1y5izlEMhLlV4gbhLUJHpI,audio_features,spotify:track:1y5izlEMhLlV4gbhLUJHpI,0.925
78,0.00531,https://api.spotify.com/v1/audio-analysis/3YXIVMQLRRq2K7kxC7UYx6,0.791,196110.0,0.801,3YXIVMQLRRq2K7kxC7UYx6,0.189,4.0,0.509,-6.344,0.0,0.07,124.985,medium_term,4.0,https://api.spotify.com/v1/tracks/3YXIVMQLRRq2K7kxC7UYx6,audio_features,spotify:track:3YXIVMQLRRq2K7kxC7UYx6,0.609
79,0.00486,https://api.spotify.com/v1/audio-analysis/7wqOnmLvatRDnJkUDphwi9,0.725,280235.0,0.737,7wqOnmLvatRDnJkUDphwi9,0.873,1.0,0.141,-10.238,1.0,0.0537,136.962,medium_term,4.0,https://api.spotify.com/v1/tracks/7wqOnmLvatRDnJkUDphwi9,audio_features,spotify:track:7wqOnmLvatRDnJkUDphwi9,0.767
80,0.0505,https://api.spotify.com/v1/audio-analysis/17kAOMJHMPQcYblWTT5GhJ,0.831,245581.0,0.74,17kAOMJHMPQcYblWTT5GhJ,0.00236,7.0,0.0842,-9.914,1.0,0.0525,128.996,medium_term,4.0,https://api.spotify.com/v1/tracks/17kAOMJHMPQcYblWTT5GhJ,audio_features,spotify:track:17kAOMJHMPQcYblWTT5GhJ,0.387
81,0.309,https://api.spotify.com/v1/audio-analysis/6Xodd3wwjgU8FRqIX5fkgH,0.847,168054.0,0.551,6Xodd3wwjgU8FRqIX5fkgH,0.011,1.0,0.145,-9.335,0.0,0.0544,110.0,medium_term,4.0,https://api.spotify.com/v1/tracks/6Xodd3wwjgU8FRqIX5fkgH,audio_features,spotify:track:6Xodd3wwjgU8FRqIX5fkgH,0.614
82,0.00056,https://api.spotify.com/v1/audio-analysis/5MYARoapSdgdS3RIYpoUUy,0.59,230551.0,0.864,5MYARoapSdgdS3RIYpoUUy,0.826,8.0,0.132,-8.963,1.0,0.037,126.975,medium_term,4.0,https://api.spotify.com/v1/tracks/5MYARoapSdgdS3RIYpoUUy,audio_features,spotify:track:5MYARoapSdgdS3RIYpoUUy,0.216
83,0.733,https://api.spotify.com/v1/audio-analysis/4JDeLhgpar8hPNjot0hTHD,0.561,253729.0,0.47,4JDeLhgpar8hPNjot0hTHD,0.135,7.0,0.108,-11.747,1.0,0.0852,139.898,medium_term,4.0,https://api.spotify.com/v1/tracks/4JDeLhgpar8hPNjot0hTHD,audio_features,spotify:track:4JDeLhgpar8hPNjot0hTHD,0.162
84,0.847,https://api.spotify.com/v1/audio-analysis/39mc3KROzqdtsra09N277M,0.379,262197.0,0.738,39mc3KROzqdtsra09N277M,0.0533,5.0,0.101,-8.271,1.0,0.45,81.61,medium_term,3.0,https://api.spotify.com/v1/tracks/39mc3KROzqdtsra09N277M,audio_features,spotify:track:39mc3KROzqdtsra09N277M,0.2
85,0.747,https://api.spotify.com/v1/audio-analysis/68MoYc7Mi3BR5i8NDJeiC7,0.697,218803.0,0.589,68MoYc7Mi3BR5i8NDJeiC7,0.000235,1.0,0.104,-7.337,0.0,0.0579,107.082,medium_term,4.0,https://api.spotify.com/v1/tracks/68MoYc7Mi3BR5i8NDJeiC7,audio_features,spotify:track:68MoYc7Mi3BR5i8NDJeiC7,0.363
86,0.0388,https://api.spotify.com/v1/audio-analysis/1djwWsVaJH3NwCgktzssfd,0.345,334367.0,0.874,1djwWsVaJH3NwCgktzssfd,0.0,11.0,0.666,-5.735,1.0,0.0719,167.499,medium_term,4.0,https://api.spotify.com/v1/tracks/1djwWsVaJH3NwCgktzssfd,audio_features,spotify:track:1djwWsVaJH3NwCgktzssfd,0.316
87,0.117,https://api.spotify.com/v1/audio-analysis/2o7Os8Mwj8aA2iDFU6u01m,0.502,226413.0,0.664,2o7Os8Mwj8aA2iDFU6u01m,0.455,0.0,0.21,-8.661,0.0,0.0307,122.139,medium_term,4.0,https://api.spotify.com/v1/tracks/2o7Os8Mwj8aA2iDFU6u01m,audio_features,spotify:track:2o7Os8Mwj8aA2iDFU6u01m,0.834
88,0.304,https://api.spotify.com/v1/audio-analysis/7Mnpcjju2JUZUcqeifedFT,0.66,292200.0,0.703,7Mnpcjju2JUZUcqeifedFT,0.00723,9.0,0.286,-5.169,0.0,0.031,125.982,medium_term,4.0,https://api.spotify.com/v1/tracks/7Mnpcjju2JUZUcqeifedFT,audio_features,spotify:track:7Mnpcjju2JUZUcqeifedFT,0.364
89,0.0279,https://api.spotify.com/v1/audio-analysis/5czNuIU6g7l5jpefJRcPR4,0.679,243827.0,0.885,5czNuIU6g7l5jpefJRcPR4,0.194,0.0,0.0831,-9.371,1.0,0.033,124.991,medium_term,4.0,https://api.spotify.com/v1/tracks/5czNuIU6g7l5jpefJRcPR4,audio_features,spotify:track:5czNuIU6g7l5jpefJRcPR4,0.703
90,0.0115,https://api.spotify.com/v1/audio-analysis/714OF8bTAhS6TlN1Kq7tjU,0.828,422000.0,0.709,714OF8bTAhS6TlN1Kq7tjU,0.0848,1.0,0.0671,-8.6,1.0,0.0393,109.988,medium_term,4.0,https://api.spotify.com/v1/tracks/714OF8bTAhS6TlN1Kq7tjU,audio_features,spotify:track:714OF8bTAhS6TlN1Kq7tjU,0.635
91,0.212,https://api.spotify.com/v1/audio-analysis/6XMCXrfJLXBFPOg5aowNgz,0.726,267404.0,0.912,6XMCXrfJLXBFPOg5aowNgz,0.0563,9.0,0.121,-4.147,1.0,0.0364,97.038,medium_term,4.0,https://api.spotify.com/v1/tracks/6XMCXrfJLXBFPOg5aowNgz,audio_features,spotify:track:6XMCXrfJLXBFPOg5aowNgz,0.69
92,1.09e-05,https://api.spotify.com/v1/audio-analysis/5YzBL3vkQnp3JbeDRRSbSQ,0.712,398151.0,0.601,5YzBL3vkQnp3JbeDRRSbSQ,0.802,5.0,0.0982,-8.968,1.0,0.062,124.912,medium_term,4.0,https://api.spotify.com/v1/tracks/5YzBL3vkQnp3JbeDRRSbSQ,audio_features,spotify:track:5YzBL3vkQnp3JbeDRRSbSQ,0.513
93,0.00667,https://api.spotify.com/v1/audio-analysis/5M0zLZcQ4N0YVWikzdnEfy,0.656,237786.0,0.708,5M0zLZcQ4N0YVWikzdnEfy,0.00718,0.0,0.191,-7.453,1.0,0.0312,154.934,medium_term,4.0,https://api.spotify.com/v1/tracks/5M0zLZcQ4N0YVWikzdnEfy,audio_features,spotify:track:5M0zLZcQ4N0YVWikzdnEfy,0.839
94,0.431,https://api.spotify.com/v1/audio-analysis/33wUd3GgaRf2rux2aJ71yb,0.816,234370.0,0.492,33wUd3GgaRf2rux2aJ71yb,0.0899,10.0,0.0995,-7.464,0.0,0.0752,115.989,medium_term,4.0,https://api.spotify.com/v1/tracks/33wUd3GgaRf2rux2aJ71yb,audio_features,spotify:track:33wUd3GgaRf2rux2aJ71yb,0.766
95,0.977,https://api.spotify.com/v1/audio-analysis/1zd5AUKfTFJ0zTZsx34IF3,0.358,137250.0,0.108,1zd5AUKfTFJ0zTZsx34IF3,0.000103,3.0,0.152,-14.548,1.0,0.0373,122.98,medium_term,1.0,https://api.spotify.com/v1/tracks/1zd5AUKfTFJ0zTZsx34IF3,audio_features,spotify:track:1zd5AUKfTFJ0zTZsx34IF3,0.23
96,0.622,https://api.spotify.com/v1/audio-analysis/0njiiRvNXHNMsynG98e3K1,0.51,225473.0,0.305,0njiiRvNXHNMsynG98e3K1,5.56e-05,5.0,0.38,-11.52,1.0,0.112,131.406,medium_term,4.0,https://api.spotify.com/v1/tracks/0njiiRvNXHNMsynG98e3K1,audio_features,spotify:track:0njiiRvNXHNMsynG98e3K1,0.233
97,0.724,https://api.spotify.com/v1/audio-analysis/2og3UOsk5Wv5OUfIY9J1Rg,0.541,246189.0,0.475,2og3UOsk5Wv5OUfIY9J1Rg,1.86e-05,2.0,0.0982,-9.163,0.0,0.0661,99.955,medium_term,3.0,https://api.spotify.com/v1/tracks/2og3UOsk5Wv5OUfIY9J1Rg,audio_features,spotify:track:2og3UOsk5Wv5OUfIY9J1Rg,0.238
98,0.0178,https://api.spotify.com/v1/audio-analysis/3uEaLtC0CptKIHgZ33iKSC,0.165,309760.0,0.933,3uEaLtC0CptKIHgZ33iKSC,0.0,4.0,0.918,-5.874,1.0,0.206,203.586,medium_term,4.0,https://api.spotify.com/v1/tracks/3uEaLtC0CptKIHgZ33iKSC,audio_features,spotify:track:3uEaLtC0CptKIHgZ33iKSC,0.187
99,0.145,https://api.spotify.com/v1/audio-analysis/4DAaQ5InUO23d8yNRbB0Yj,0.714,206073.0,0.663,4DAaQ5InUO23d8yNRbB0Yj,0.0,8.0,0.264,-5.799,1.0,0.0694,95.497,medium_term,4.0,https://api.spotify.com/v1/tracks/4DAaQ5InUO23d8yNRbB0Yj,audio_features,spotify:track:4DAaQ5InUO23d8yNRbB0Yj,0.64
100,0.758,https://api.spotify.com/v1/audio-analysis/2hhVlIZmGEGfNeVIYnMUAG,0.779,208947.0,0.605,2hhVlIZmGEGfNeVIYnMUAG,0.665,5.0,0.0918,-7.294,0.0,0.0315,126.031,short_term,4.0,https://api.spotify.com/v1/tracks/2hhVlIZmGEGfNeVIYnMUAG,audio_features,spotify:track:2hhVlIZmGEGfNeVIYnMUAG,0.735
101,0.222,https://api.spotify.com/v1/audio-analysis/0kp0ovTvyYUdoexEt7AcoL,0.932,188613.0,0.762,0kp0ovTvyYUdoexEt7AcoL,0.0,10.0,0.164,-3.376,0.0,0.0747,124.975,short_term,4.0,https://api.spotify.com/v1/tracks/0kp0ovTvyYUdoexEt7AcoL,audio_features,spotify:track:0kp0ovTvyYUdoexEt7AcoL,0.931
102,0.00486,https://api.spotify.com/v1/audio-analysis/7wqOnmLvatRDnJkUDphwi9,0.725,280235.0,0.737,7wqOnmLvatRDnJkUDphwi9,0.873,1.0,0.141,-10.238,1.0,0.0537,136.962,short_term,4.0,https://api.spotify.com/v1/tracks/7wqOnmLvatRDnJkUDphwi9,audio_features,spotify:track:7wqOnmLvatRDnJkUDphwi9,0.767
103,0.0115,https://api.spotify.com/v1/audio-analysis/714OF8bTAhS6TlN1Kq7tjU,0.828,422000.0,0.709,714OF8bTAhS6TlN1Kq7tjU,0.0848,1.0,0.0671,-8.6,1.0,0.0393,109.988,short_term,4.0,https://api.spotify.com/v1/tracks/714OF8bTAhS6TlN1Kq7tjU,audio_features,spotify:track:714OF8bTAhS6TlN1Kq7tjU,0.635
104,0.78,https://api.spotify.com/v1/audio-analysis/3OiMVYqEgSOLCDNe0kzm5z,0.759,182000.0,0.459,3OiMVYqEgSOLCDNe0kzm5z,0.00218,0.0,0.0881,-8.738,0.0,0.0286,99.949,short_term,4.0,https://api.spotify.com/v1/tracks/3OiMVYqEgSOLCDNe0kzm5z,audio_features,spotify:track:3OiMVYqEgSOLCDNe0kzm5z,0.277
105,0.318,https://api.spotify.com/v1/audio-analysis/1GCP8U6zN6l0cSaArj9THT,0.832,246818.0,0.719,1GCP8U6zN6l0cSaArj9THT,0.000663,10.0,0.107,-5.427,0.0,0.0545,115.053,short_term,4.0,https://api.spotify.com/v1/tracks/1GCP8U6zN6l0cSaArj9THT,audio_features,spotify:track:1GCP8U6zN6l0cSaArj9THT,0.329
106,0.581,https://api.spotify.com/v1/audio-analysis/19WnqQkcBqVF2HN9n1kawh,0.875,189518.0,0.504,19WnqQkcBqVF2HN9n1kawh,0.00315,0.0,0.486,-10.549,1.0,0.0603,124.971,short_term,4.0,https://api.spotify.com/v1/tracks/19WnqQkcBqVF2HN9n1kawh,audio_features,spotify:track:19WnqQkcBqVF2HN9n1kawh,0.487
107,0.373,https://api.spotify.com/v1/audio-analysis/4SHR8Udn1oQ95yvXRZU1I8,0.792,376640.0,0.51,4SHR8Udn1oQ95yvXRZU1I8,0.012,6.0,0.0319,-10.649,1.0,0.0402,98.864,short_term,4.0,https://api.spotify.com/v1/tracks/4SHR8Udn1oQ95yvXRZU1I8,audio_features,spotify:track:4SHR8Udn1oQ95yvXRZU1I8,0.84
108,0.049,https://api.spotify.com/v1/audio-analysis/4MYW1nmS6luqgtHcqHqHYA,0.773,207066.0,0.637,4MYW1nmS6luqgtHcqHqHYA,0.841,1.0,0.0435,-7.397,1.0,0.0825,80.02,short_term,4.0,https://api.spotify.com/v1/tracks/4MYW1nmS6luqgtHcqHqHYA,audio_features,spotify:track:4MYW1nmS6luqgtHcqHqHYA,0.748
109,0.00362,https://api.spotify.com/v1/audio-analysis/03A7nQGKdFbwTB2OOwzhR7,0.84,366102.0,0.327,03A7nQGKdFbwTB2OOwzhR7,0.883,10.0,0.351,-14.398,1.0,0.0863,118.026,short_term,4.0,https://api.spotify.com/v1/tracks/03A7nQGKdFbwTB2OOwzhR7,audio_features,spotify:track:03A7nQGKdFbwTB2OOwzhR7,0.306
110,0.00745,https://api.spotify.com/v1/audio-analysis/2BSqdgkbHqrwnRGwBb2jfk,0.707,273067.0,0.614,2BSqdgkbHqrwnRGwBb2jfk,0.000683,2.0,0.0455,-13.688,1.0,0.0315,119.908,short_term,4.0,https://api.spotify.com/v1/tracks/2BSqdgkbHqrwnRGwBb2jfk,audio_features,spotify:track:2BSqdgkbHqrwnRGwBb2jfk,0.961
111,0.316,https://api.spotify.com/v1/audio-analysis/0rufHvzVQmCDpjf3qWLtC3,0.689,245585.0,0.425,0rufHvzVQmCDpjf3qWLtC3,0.0,8.0,0.122,-7.23,1.0,0.314,93.95,short_term,4.0,https://api.spotify.com/v1/tracks/0rufHvzVQmCDpjf3qWLtC3,audio_features,spotify:track:0rufHvzVQmCDpjf3qWLtC3,0.371
112,0.117,https://api.spotify.com/v1/audio-analysis/6DVHaplIW44aHvIW0obrrS,0.828,377669.0,0.608,6DVHaplIW44aHvIW0obrrS,0.0855,4.0,0.891,-8.642,0.0,0.0481,124.972,short_term,4.0,https://api.spotify.com/v1/tracks/6DVHaplIW44aHvIW0obrrS,audio_features,spotify:track:6DVHaplIW44aHvIW0obrrS,0.474
113,0.141,https://api.spotify.com/v1/audio-analysis/0NyvGnmUliVmB72HMke57C,0.891,247680.0,0.55,0NyvGnmUliVmB72HMke57C,0.247,11.0,0.112,-10.418,0.0,0.101,125.001,short_term,4.0,https://api.spotify.com/v1/tracks/0NyvGnmUliVmB72HMke57C,audio_features,spotify:track:0NyvGnmUliVmB72HMke57C,0.698
114,0.0643,https://api.spotify.com/v1/audio-analysis/4DoxBUKSlnZwe30Y23mGbH,0.893,316119.0,0.841,4DoxBUKSlnZwe30Y23mGbH,0.036,0.0,0.18,-7.729,0.0,0.159,115.293,short_term,4.0,https://api.spotify.com/v1/tracks/4DoxBUKSlnZwe30Y23mGbH,audio_features,spotify:track:4DoxBUKSlnZwe30Y23mGbH,0.694
115,0.868,https://api.spotify.com/v1/audio-analysis/2RtNAFhj8eeu8ng4IJBlM5,0.656,169480.0,0.365,2RtNAFhj8eeu8ng4IJBlM5,0.0397,2.0,0.107,-15.086,1.0,0.22,93.623,short_term,4.0,https://api.spotify.com/v1/tracks/2RtNAFhj8eeu8ng4IJBlM5,audio_features,spotify:track:2RtNAFhj8eeu8ng4IJBlM5,0.354
116,0.608,https://api.spotify.com/v1/audio-analysis/2Trm9giqQQUQMr1mOoCzaT,0.797,220944.0,0.582,2Trm9giqQQUQMr1mOoCzaT,2.66e-05,7.0,0.109,-10.71,0.0,0.167,113.005,short_term,4.0,https://api.spotify.com/v1/tracks/2Trm9giqQQUQMr1mOoCzaT,audio_features,spotify:track:2Trm9giqQQUQMr1mOoCzaT,0.194
117,0.175,https://api.spotify.com/v1/audio-analysis/23XgusOb0SLiIMnUKmiB3V,0.851,177747.0,0.323,23XgusOb0SLiIMnUKmiB3V,7.11e-05,4.0,0.134,-11.567,0.0,0.17,77.492,short_term,4.0,https://api.spotify.com/v1/tracks/23XgusOb0SLiIMnUKmiB3V,audio_features,spotify:track:23XgusOb0SLiIMnUKmiB3V,0.398
118,0.117,https://api.spotify.com/v1/audio-analysis/4f9fwRXOdxxqFu8pgyLNSS,0.845,222367.0,0.745,4f9fwRXOdxxqFu8pgyLNSS,0.0,11.0,0.403,-7.339,1.0,0.255,100.08,short_term,4.0,https://api.spotify.com/v1/tracks/4f9fwRXOdxxqFu8pgyLNSS,audio_features,spotify:track:4f9fwRXOdxxqFu8pgyLNSS,0.796
119,0.315,https://api.spotify.com/v1/audio-analysis/4u5MscVA10KEZQWUWh1n1N,0.697,165762.0,0.398,4u5MscVA10KEZQWUWh1n1N,0.00109,5.0,0.13,-8.951,0.0,0.39,186.076,short_term,4.0,https://api.spotify.com/v1/tracks/4u5MscVA10KEZQWUWh1n1N,audio_features,spotify:track:4u5MscVA10KEZQWUWh1n1N,0.436
120,0.0938,https://api.spotify.com/v1/audio-analysis/6ncNLU982iaD9WFb2gTwKd,0.72,189091.0,0.681,6ncNLU982iaD9WFb2gTwKd,0.0161,0.0,0.109,-8.962,1.0,0.0469,99.002,short_term,4.0,https://api.spotify.com/v1/tracks/6ncNLU982iaD9WFb2gTwKd,audio_features,spotify:track:6ncNLU982iaD9WFb2gTwKd,0.424
121,0.602,https://api.spotify.com/v1/audio-analysis/5R9PGnxgL2lWLemODWk6B5,0.698,227892.0,0.465,5R9PGnxgL2lWLemODWk6B5,1.63e-05,9.0,0.107,-10.676,1.0,0.0615,108.187,short_term,4.0,https://api.spotify.com/v1/tracks/5R9PGnxgL2lWLemODWk6B5,audio_features,spotify:track:5R9PGnxgL2lWLemODWk6B5,0.219
122,0.207,https://api.spotify.com/v1/audio-analysis/5ASHqDimzXwcnMkjNNyfP0,0.913,226307.0,0.588,5ASHqDimzXwcnMkjNNyfP0,0.0,0.0,0.111,-5.705,1.0,0.188,107.168,short_term,4.0,https://api.spotify.com/v1/tracks/5ASHqDimzXwcnMkjNNyfP0,audio_features,spotify:track:5ASHqDimzXwcnMkjNNyfP0,0.716
123,0.0346,https://api.spotify.com/v1/audio-analysis/22ET3BvBsXcGiwxy1uXPbU,0.892,203173.0,0.448,22ET3BvBsXcGiwxy1uXPbU,0.000264,4.0,0.0889,-8.035,0.0,0.109,130.04,short_term,4.0,https://api.spotify.com/v1/tracks/22ET3BvBsXcGiwxy1uXPbU,audio_features,spotify:track:22ET3BvBsXcGiwxy1uXPbU,0.606
124,0.00362,https://api.spotify.com/v1/audio-analysis/2CXjrph4GOOERwlmak9CyE,0.842,340157.0,0.708,2CXjrph4GOOERwlmak9CyE,0.719,1.0,0.071,-8.61,0.0,0.0356,127.012,short_term,4.0,https://api.spotify.com/v1/tracks/2CXjrph4GOOERwlmak9CyE,audio_features,spotify:track:2CXjrph4GOOERwlmak9CyE,0.781
125,0.0199,https://api.spotify.com/v1/audio-analysis/5thTifzv6XFkdaQSrV6Pqk,0.781,206587.0,0.611,5thTifzv6XFkdaQSrV6Pqk,0.000277,8.0,0.13,-8.867,0.0,0.165,139.996,short_term,4.0,https://api.spotify.com/v1/tracks/5thTifzv6XFkdaQSrV6Pqk,audio_features,spotify:track:5thTifzv6XFkdaQSrV6Pqk,0.279
126,0.866,https://api.spotify.com/v1/audio-analysis/7GWU6dQFjYF5YpsAUwZfGq,0.593,164757.0,0.313,7GWU6dQFjYF5YpsAUwZfGq,0.0,9.0,0.108,-8.961,1.0,0.0383,95.904,short_term,4.0,https://api.spotify.com/v1/tracks/7GWU6dQFjYF5YpsAUwZfGq,audio_features,spotify:track:7GWU6dQFjYF5YpsAUwZfGq,0.219
127,0.381,https://api.spotify.com/v1/audio-analysis/4439gDsZasiXC4mGpw6yJc,0.478,242493.0,0.506,4439gDsZasiXC4mGpw6yJc,0.0,7.0,0.166,-9.542,1.0,0.0356,122.174,short_term,3.0,https://api.spotify.com/v1/tracks/4439gDsZasiXC4mGpw6yJc,audio_features,spotify:track:4439gDsZasiXC4mGpw6yJc,0.509
128,0.447,https://api.spotify.com/v1/audio-analysis/03mLAlhYmKXxquY4jub842,0.888,224754.0,0.847,03mLAlhYmKXxquY4jub842,0.311,5.0,0.269,-8.088,0.0,0.18,122.006,short_term,4.0,https://api.spotify.com/v1/tracks/03mLAlhYmKXxquY4jub842,audio_features,spotify:track:03mLAlhYmKXxquY4jub842,0.486
129,0.0713,https://api.spotify.com/v1/audio-analysis/1BPeDi69y1PIqB9Hnc5DVu,0.884,203526.0,0.395,1BPeDi69y1PIqB9Hnc5DVu,1.06e-05,8.0,0.124,-9.288,1.0,0.373,149.949,short_term,4.0,https://api.spotify.com/v1/tracks/1BPeDi69y1PIqB9Hnc5DVu,audio_features,spotify:track:1BPeDi69y1PIqB9Hnc5DVu,0.487
130,0.947,https://api.spotify.com/v1/audio-analysis/3gBtlTZ64dwySWbvwYgHb5,0.24,273912.0,0.208,3gBtlTZ64dwySWbvwYgHb5,0.967,9.0,0.32,-10.386,1.0,0.0338,58.216,short_term,4.0,https://api.spotify.com/v1/tracks/3gBtlTZ64dwySWbvwYgHb5,audio_features,spotify:track:3gBtlTZ64dwySWbvwYgHb5,0.191
131,0.434,https://api.spotify.com/v1/audio-analysis/2LGL71GENQR0oC9jMwTTZY,0.624,225493.0,0.628,2LGL71GENQR0oC9jMwTTZY,0.0,7.0,0.179,-9.846,1.0,0.0303,108.102,short_term,4.0,https://api.spotify.com/v1/tracks/2LGL71GENQR0oC9jMwTTZY,audio_features,spotify:track:2LGL71GENQR0oC9jMwTTZY,0.783
132,0.0755,https://api.spotify.com/v1/audio-analysis/2p6LQRALG9o3qKq8gOWX9f,0.723,353814.0,0.387,2p6LQRALG9o3qKq8gOWX9f,0.861,5.0,0.0818,-12.039,0.0,0.279,111.98,short_term,4.0,https://api.spotify.com/v1/tracks/2p6LQRALG9o3qKq8gOWX9f,audio_features,spotify:track:2p6LQRALG9o3qKq8gOWX9f,0.133
133,0.0553,https://api.spotify.com/v1/audio-analysis/3Prt3S5X7nsEKv2VARtKrv,0.694,466300.0,0.813,3Prt3S5X7nsEKv2VARtKrv,0.561,7.0,0.0753,-8.275,0.0,0.0447,123.001,short_term,4.0,https://api.spotify.com/v1/tracks/3Prt3S5X7nsEKv2VARtKrv,audio_features,spotify:track:3Prt3S5X7nsEKv2VARtKrv,0.526
134,0.334,https://api.spotify.com/v1/audio-analysis/4H31ZUl6gX7MPTtC3PJSVa,0.658,175899.0,0.467,4H31ZUl6gX7MPTtC3PJSVa,0.0,11.0,0.0908,-8.681,0.0,0.0833,99.97,short_term,4.0,https://api.spotify.com/v1/tracks/4H31ZUl6gX7MPTtC3PJSVa,audio_features,spotify:track:4H31ZUl6gX7MPTtC3PJSVa,0.615
135,0.733,https://api.spotify.com/v1/audio-analysis/4JDeLhgpar8hPNjot0hTHD,0.561,253729.0,0.47,4JDeLhgpar8hPNjot0hTHD,0.135,7.0,0.108,-11.747,1.0,0.0852,139.898,short_term,4.0,https://api.spotify.com/v1/tracks/4JDeLhgpar8hPNjot0hTHD,audio_features,spotify:track:4JDeLhgpar8hPNjot0hTHD,0.162
136,0.169,https://api.spotify.com/v1/audio-analysis/5jJiLM2kRsGKG8zUWFIQgk,0.908,211547.0,0.675,5jJiLM2kRsGKG8zUWFIQgk,0.0603,5.0,0.0541,-6.122,0.0,0.0507,120.071,short_term,4.0,https://api.spotify.com/v1/tracks/5jJiLM2kRsGKG8zUWFIQgk,audio_features,spotify:track:5jJiLM2kRsGKG8zUWFIQgk,0.781
137,0.00753,https://api.spotify.com/v1/audio-analysis/5zhee6Apgg8QqeJObO4k1d,0.672,210733.0,0.803,5zhee6Apgg8QqeJObO4k1d,0.0,4.0,0.0597,-4.693,1.0,0.0285,136.007,short_term,4.0,https://api.spotify.com/v1/tracks/5zhee6Apgg8QqeJObO4k1d,audio_features,spotify:track:5zhee6Apgg8QqeJObO4k1d,0.794
