,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_range,time_signature,track_href,type,uri,valence
68,0.291,https://api.spotify.com/v1/audio-analysis/66tkDkPsznE5zIHNt4QkXB,0.863,249957.0,0.533,66tkDkPsznE5zIHNt4QkXB,0.00126,5.0,0.0794,-7.986,0.0,0.0484,102.025,medium_term,4.0,https://api.spotify.com/v1/tracks/66tkDkPsznE5zIHNt4QkXB,audio_features,spotify:track:66tkDkPsznE5zIHNt4QkXB,0.738
69,0.338,https://api.spotify.com/v1/audio-analysis/6CohXotXOrMVAB0bSPzqzm,0.828,222067.0,0.744,6CohXotXOrMVAB0bSPzqzm,0.000774,2.0,0.158,-4.932,1.0,0.0646,121.09,medium_term,4.0,https://api.spotify.com/v1/tracks/6CohXotXOrMVAB0bSPzqzm,audio_features,spotify:track:6CohXotXOrMVAB0bSPzqzm,0.831
70,0.382,https://api.spotify.com/v1/audio-analysis/1snNAXmmPXCn0dkF9DaPWw,0.593,282813.0,0.392,1snNAXmmPXCn0dkF9DaPWw,0.000114,10.0,0.131,-6.872,0.0,0.0257,75.065,medium_term,4.0,https://api.spotify.com/v1/tracks/1snNAXmmPXCn0dkF9DaPWw,audio_features,spotify:track:1snNAXmmPXCn0dkF9DaPWw,0.25
71,0.0714,https://api.spotify.com/v1/audio-analysis/235WOckrcKWAt8rDHBDvI2,0.699,211666.0,0.357,235WOckrcKWAt8rDHBDvI2,2.2e-06,7.0,0.113,-11.412,0.0,0.134,99.981,medium_term,4.0,https://api.spotify.com/v1/tracks/235WOckrcKWAt8rDHBDvI2,audio_features,spotify:track:235WOckrcKWAt8rDHBDvI2,0.305
72,0.173,https://api.spotify.com/v1/audio-analysis/4Ri84aoor16uSkNtpAvPgQ,0.919,303572.0,0.44,4Ri84aoor16uSkNtpAvPgQ,0.00392,1.0,0.0681,-11.588,1.0,0.0689,114.972,medium_term,4.0,https://api.spotify.com/v1/tracks/4Ri84aoor16uSkNtpAvPgQ,audio_features,spotify:track:4Ri84aoor16uSkNtpAvPgQ,0.369
73,0.0352,https://api.spotify.com/v1/audio-analysis/3k5oLgungD1dSOGLqQdIQw,0.632,252812.0,0.637,3k5oLgungD1dSOGLqQdIQw,0.158,7.0,0.0997,-10.011,1.0,0.0348,111.551,medium_term,4.0,https://api.spotify.com/v1/tracks/3k5oLgungD1dSOGLqQdIQw,audio_features,spotify:track:3k5oLgungD1dSOGLqQdIQw,0.614
74,0.0491,https://api.spotify.com/v1/audio-analysis/1iMOlA78LDd12ZHhuBNDh6,0.723,420720.0,0.754,1iMOlA78LDd12ZHhuBNDh6,0.00112,10.0,0.393,-9.376,1.0,0.0576,97.201,medium_term,4.0,https://api.spotify.com/v1/tracks/1iMOlA78LDd12ZHhuBNDh6,audio_features,spotify:track:1iMOlA78LDd12ZHhuBNDh6,0.592
75,0.275,https://api.spotify.com/v1/audio-analysis/24nL5EXPrdodyCdxXoRRBZ,0.935,198305.0,0.526,24nL5EXPrdodyCdxXoRRBZ,0.238,8.0,0.0673,-8.256,0.0,0.0645,118.009,medium_term,4.0,https://api.spotify.com/v1/tracks/24nL5EXPrdodyCdxXoRRBZ,audio_features,spotify:track:24nL5EXPrdodyCdxXoRRBZ,0.778
76,0.114,https://api.spotify.com/v1/audio-analysis/6bO3Bdcna0RoBTIdm5j3Wm,0.606,233547.0,0.868,6bO3Bdcna0RoBTIdm5j3Wm,0.0,11.0,0.37,-7.838,1.0,0.171,93.059,medium_term,4.0,https://api.spotify.com/v1/tracks/6bO3Bdcna0RoBTIdm5j3Wm,audio_features,spotify:track:6bO3Bdcna0RoBTIdm5j3Wm,0.723
77,0.00958,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,0.556,216880.0,0.864,60a0Rd6pjrkxjPbaKzXjfq,0.0,3.0,0.209,-5.87,0.0,0.0584,105.143,medium_term,4.0,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,audio_features,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,0.4
78,0.00474,https://api.spotify.com/v1/audio-analysis/511InmWye3UrDWkcE4SmT4,0.772,305649.0,0.65,511InmWye3UrDWkcE4SmT4,0.73,2.0,0.146,-7.449,0.0,0.0341,120.015,medium_term,4.0,https://api.spotify.com/v1/tracks/511InmWye3UrDWkcE4SmT4,audio_features,spotify:track:511InmWye3UrDWkcE4SmT4,0.196
79,0.285,https://api.spotify.com/v1/audio-analysis/0aKpOyXZ9AbaBfDs4eVc0y,0.438,193200.0,0.575,0aKpOyXZ9AbaBfDs4eVc0y,9.96e-05,0.0,0.0874,-11.519,1.0,0.34,174.376,medium_term,4.0,https://api.spotify.com/v1/tracks/0aKpOyXZ9AbaBfDs4eVc0y,audio_features,spotify:track:0aKpOyXZ9AbaBfDs4eVc0y,0.682
80,0.748,https://api.spotify.com/v1/audio-analysis/4SS4YfDAEQG0fZAe1xfgn3,0.595,191104.0,0.528,4SS4YfDAEQG0fZAe1xfgn3,0.0,5.0,0.112,-8.922,0.0,0.0621,153.74,medium_term,4.0,https://api.spotify.com/v1/tracks/4SS4YfDAEQG0fZAe1xfgn3,audio_features,spotify:track:4SS4YfDAEQG0fZAe1xfgn3,0.419
81,0.427,https://api.spotify.com/v1/audio-analysis/1gwVDu3zIbLfufg69APtCT,0.741,193605.0,0.556,1gwVDu3zIbLfufg69APtCT,0.0,7.0,0.104,-6.904,0.0,0.113,79.043,medium_term,4.0,https://api.spotify.com/v1/tracks/1gwVDu3zIbLfufg69APtCT,audio_features,spotify:track:1gwVDu3zIbLfufg69APtCT,0.71
82,0.784,https://api.spotify.com/v1/audio-analysis/0MpsyFvt1KaxNYBYw2aanq,0.573,248707.0,0.639,0MpsyFvt1KaxNYBYw2aanq,0.633,0.0,0.0923,-7.143,1.0,0.0247,89.575,medium_term,4.0,https://api.spotify.com/v1/tracks/0MpsyFvt1KaxNYBYw2aanq,audio_features,spotify:track:0MpsyFvt1KaxNYBYw2aanq,0.24
83,0.000741,https://api.spotify.com/v1/audio-analysis/3iCO0ZekWPK6rmLnDjejLB,0.564,180843.0,0.723,3iCO0ZekWPK6rmLnDjejLB,0.672,2.0,0.543,-6.983,0.0,0.0702,121.97,medium_term,4.0,https://api.spotify.com/v1/tracks/3iCO0ZekWPK6rmLnDjejLB,audio_features,spotify:track:3iCO0ZekWPK6rmLnDjejLB,0.466
84,0.921,https://api.spotify.com/v1/audio-analysis/7AKqM1fV3UuVDvmfPlGqiU,0.344,259347.0,0.244,7AKqM1fV3UuVDvmfPlGqiU,7.71e-05,5.0,0.119,-10.854,1.0,0.038,142.36,medium_term,1.0,https://api.spotify.com/v1/tracks/7AKqM1fV3UuVDvmfPlGqiU,audio_features,spotify:track:7AKqM1fV3UuVDvmfPlGqiU,0.191
85,0.0987,https://api.spotify.com/v1/audio-analysis/4sFyLyuJOUVMDcaSg1oHEa,0.818,243946.0,0.562,4sFyLyuJOUVMDcaSg1oHEa,0.813,10.0,0.355,-7.779,0.0,0.0356,125.03,medium_term,4.0,https://api.spotify.com/v1/tracks/4sFyLyuJOUVMDcaSg1oHEa,audio_features,spotify:track:4sFyLyuJOUVMDcaSg1oHEa,0.57
86,0.128,https://api.spotify.com/v1/audio-analysis/4jDmJ51x1o9NZB5Nxxc7gY,0.574,300107.0,0.629,4jDmJ51x1o9NZB5Nxxc7gY,0.0,2.0,0.271,-8.815,0.0,0.0363,153.119,medium_term,4.0,https://api.spotify.com/v1/tracks/4jDmJ51x1o9NZB5Nxxc7gY,audio_features,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,0.786
87,0.868,https://api.spotify.com/v1/audio-analysis/1dt33fni648jHSWqkXWljd,0.773,268356.0,0.594,1dt33fni648jHSWqkXWljd,0.00209,0.0,0.661,-11.67,0.0,0.317,160.119,medium_term,4.0,https://api.spotify.com/v1/tracks/1dt33fni648jHSWqkXWljd,audio_features,spotify:track:1dt33fni648jHSWqkXWljd,0.537
88,0.168,https://api.spotify.com/v1/audio-analysis/2grjqo0Frpf2okIBiifQKs,0.697,215093.0,0.832,2grjqo0Frpf2okIBiifQKs,0.00131,9.0,0.269,-7.264,1.0,0.0298,125.926,medium_term,4.0,https://api.spotify.com/v1/tracks/2grjqo0Frpf2okIBiifQKs,audio_features,spotify:track:2grjqo0Frpf2okIBiifQKs,0.979
89,0.0917,https://api.spotify.com/v1/audio-analysis/3uvALUobqjZvTGAh6737Mb,0.665,270720.0,0.549,3uvALUobqjZvTGAh6737Mb,0.557,7.0,0.0583,-11.388,0.0,0.0458,91.036,medium_term,4.0,https://api.spotify.com/v1/tracks/3uvALUobqjZvTGAh6737Mb,audio_features,spotify:track:3uvALUobqjZvTGAh6737Mb,0.217
90,0.492,https://api.spotify.com/v1/audio-analysis/7DFawVSjI88xR9mjnWwURg,0.638,204000.0,0.352,7DFawVSjI88xR9mjnWwURg,0.0,10.0,0.105,-9.266,1.0,0.0268,94.173,medium_term,3.0,https://api.spotify.com/v1/tracks/7DFawVSjI88xR9mjnWwURg,audio_features,spotify:track:7DFawVSjI88xR9mjnWwURg,0.204
91,0.669,https://api.spotify.com/v1/audio-analysis/51rPRW8NjxZoWPPjnRGzHw,0.704,301893.0,0.487,51rPRW8NjxZoWPPjnRGzHw,8.64e-05,9.0,0.111,-6.407,0.0,0.0604,121.726,medium_term,4.0,https://api.spotify.com/v1/tracks/51rPRW8NjxZoWPPjnRGzHw,audio_features,spotify:track:51rPRW8NjxZoWPPjnRGzHw,0.313
92,0.248,https://api.spotify.com/v1/audio-analysis/08ZsjdutZdbzDChcuRMORX,0.646,234174.0,0.291,08ZsjdutZdbzDChcuRMORX,0.551,5.0,0.0946,-14.345,1.0,0.0386,139.991,medium_term,4.0,https://api.spotify.com/v1/tracks/08ZsjdutZdbzDChcuRMORX,audio_features,spotify:track:08ZsjdutZdbzDChcuRMORX,0.51
93,0.0469,https://api.spotify.com/v1/audio-analysis/0cmIv2Q3OZ6q7oBOuJqA7N,0.934,160411.0,0.493,0cmIv2Q3OZ6q7oBOuJqA7N,0.0,8.0,0.0636,-7.03,1.0,0.0693,116.063,medium_term,4.0,https://api.spotify.com/v1/tracks/0cmIv2Q3OZ6q7oBOuJqA7N,audio_features,spotify:track:0cmIv2Q3OZ6q7oBOuJqA7N,0.869
94,0.082,https://api.spotify.com/v1/audio-analysis/3cCLvbMCHMgX7DLXPr1ALv,0.655,184939.0,0.794,3cCLvbMCHMgX7DLXPr1ALv,0.0791,10.0,0.0457,-5.872,0.0,0.25,187.007,medium_term,4.0,https://api.spotify.com/v1/tracks/3cCLvbMCHMgX7DLXPr1ALv,audio_features,spotify:track:3cCLvbMCHMgX7DLXPr1ALv,0.667
95,0.19,https://api.spotify.com/v1/audio-analysis/04YutdH0j1INpsva3gOipt,0.878,251429.0,0.626,04YutdH0j1INpsva3gOipt,0.000731,2.0,0.0939,-6.945,1.0,0.0476,105.046,medium_term,4.0,https://api.spotify.com/v1/tracks/04YutdH0j1INpsva3gOipt,audio_features,spotify:track:04YutdH0j1INpsva3gOipt,0.427
96,0.129,https://api.spotify.com/v1/audio-analysis/3qaSqrrevBrb84xl5JlptU,0.506,297427.0,0.93,3qaSqrrevBrb84xl5JlptU,0.00682,4.0,0.0931,-3.499,1.0,0.0675,146.994,medium_term,4.0,https://api.spotify.com/v1/tracks/3qaSqrrevBrb84xl5JlptU,audio_features,spotify:track:3qaSqrrevBrb84xl5JlptU,0.305
97,0.00915,https://api.spotify.com/v1/audio-analysis/2NeSirLM2VHQW4upn0nMfB,0.747,233979.0,0.865,2NeSirLM2VHQW4upn0nMfB,0.486,8.0,0.0425,-8.094,0.0,0.0351,122.994,medium_term,4.0,https://api.spotify.com/v1/tracks/2NeSirLM2VHQW4upn0nMfB,audio_features,spotify:track:2NeSirLM2VHQW4upn0nMfB,0.935
98,0.0919,https://api.spotify.com/v1/audio-analysis/7mfvOqsvzZaUl7sfbcNk4E,0.605,235227.0,0.532,7mfvOqsvzZaUl7sfbcNk4E,0.000576,1.0,0.0762,-10.872,0.0,0.0337,102.804,medium_term,4.0,https://api.spotify.com/v1/tracks/7mfvOqsvzZaUl7sfbcNk4E,audio_features,spotify:track:7mfvOqsvzZaUl7sfbcNk4E,0.139
99,0.195,https://api.spotify.com/v1/audio-analysis/7mrWTjhYctgEQb0lJKrVWy,0.88,233905.0,0.607,7mrWTjhYctgEQb0lJKrVWy,0.0537,6.0,0.15,-7.067,1.0,0.0777,126.039,medium_term,4.0,https://api.spotify.com/v1/tracks/7mrWTjhYctgEQb0lJKrVWy,audio_features,spotify:track:7mrWTjhYctgEQb0lJKrVWy,0.823
100,0.6,https://api.spotify.com/v1/audio-analysis/4IsHMzDbRE8q5Z4ALsQj3o,0.791,230500.0,0.329,4IsHMzDbRE8q5Z4ALsQj3o,0.863,10.0,0.193,-12.906,0.0,0.0592,127.021,short_term,4.0,https://api.spotify.com/v1/tracks/4IsHMzDbRE8q5Z4ALsQj3o,audio_features,spotify:track:4IsHMzDbRE8q5Z4ALsQj3o,0.526
101,0.139,https://api.spotify.com/v1/audio-analysis/5WxzuqQCeCsFlUEStzTp3K,0.825,195187.0,0.761,5WxzuqQCeCsFlUEStzTp3K,0.0,1.0,0.157,-6.591,1.0,0.189,88.994,short_term,4.0,https://api.spotify.com/v1/tracks/5WxzuqQCeCsFlUEStzTp3K,audio_features,spotify:track:5WxzuqQCeCsFlUEStzTp3K,0.875
102,0.316,https://api.spotify.com/v1/audio-analysis/0rufHvzVQmCDpjf3qWLtC3,0.689,245585.0,0.425,0rufHvzVQmCDpjf3qWLtC3,0.0,8.0,0.122,-7.23,1.0,0.314,93.95,short_term,4.0,https://api.spotify.com/v1/tracks/0rufHvzVQmCDpjf3qWLtC3,audio_features,spotify:track:0rufHvzVQmCDpjf3qWLtC3,0.371
103,0.592,https://api.spotify.com/v1/audio-analysis/06WnUZymWyJamDivTWqJZA,0.559,221895.0,0.67,06WnUZymWyJamDivTWqJZA,0.000184,7.0,0.171,-4.985,1.0,0.0474,78.957,short_term,4.0,https://api.spotify.com/v1/tracks/06WnUZymWyJamDivTWqJZA,audio_features,spotify:track:06WnUZymWyJamDivTWqJZA,0.438
104,0.00958,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,0.556,216880.0,0.864,60a0Rd6pjrkxjPbaKzXjfq,0.0,3.0,0.209,-5.87,0.0,0.0584,105.143,short_term,4.0,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,audio_features,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,0.4
105,0.338,https://api.spotify.com/v1/audio-analysis/6CohXotXOrMVAB0bSPzqzm,0.828,222067.0,0.744,6CohXotXOrMVAB0bSPzqzm,0.000774,2.0,0.158,-4.932,1.0,0.0646,121.09,short_term,4.0,https://api.spotify.com/v1/tracks/6CohXotXOrMVAB0bSPzqzm,audio_features,spotify:track:6CohXotXOrMVAB0bSPzqzm,0.831
106,0.0714,https://api.spotify.com/v1/audio-analysis/235WOckrcKWAt8rDHBDvI2,0.699,211666.0,0.357,235WOckrcKWAt8rDHBDvI2,2.2e-06,7.0,0.113,-11.412,0.0,0.134,99.981,short_term,4.0,https://api.spotify.com/v1/tracks/235WOckrcKWAt8rDHBDvI2,audio_features,spotify:track:235WOckrcKWAt8rDHBDvI2,0.305
107,0.0919,https://api.spotify.com/v1/audio-analysis/7mfvOqsvzZaUl7sfbcNk4E,0.605,235227.0,0.532,7mfvOqsvzZaUl7sfbcNk4E,0.000576,1.0,0.0762,-10.872,0.0,0.0337,102.804,short_term,4.0,https://api.spotify.com/v1/tracks/7mfvOqsvzZaUl7sfbcNk4E,audio_features,spotify:track:7mfvOqsvzZaUl7sfbcNk4E,0.139
108,0.168,https://api.spotify.com/v1/audio-analysis/2grjqo0Frpf2okIBiifQKs,0.697,215093.0,0.832,2grjqo0Frpf2okIBiifQKs,0.00131,9.0,0.269,-7.264,1.0,0.0298,125.926,short_term,4.0,https://api.spotify.com/v1/tracks/2grjqo0Frpf2okIBiifQKs,audio_features,spotify:track:2grjqo0Frpf2okIBiifQKs,0.979
109,0.275,https://api.spotify.com/v1/audio-analysis/24nL5EXPrdodyCdxXoRRBZ,0.935,198305.0,0.526,24nL5EXPrdodyCdxXoRRBZ,0.238,8.0,0.0673,-8.256,0.0,0.0645,118.009,short_term,4.0,https://api.spotify.com/v1/tracks/24nL5EXPrdodyCdxXoRRBZ,audio_features,spotify:track:24nL5EXPrdodyCdxXoRRBZ,0.778
110,0.382,https://api.spotify.com/v1/audio-analysis/1snNAXmmPXCn0dkF9DaPWw,0.593,282813.0,0.392,1snNAXmmPXCn0dkF9DaPWw,0.000114,10.0,0.131,-6.872,0.0,0.0257,75.065,short_term,4.0,https://api.spotify.com/v1/tracks/1snNAXmmPXCn0dkF9DaPWw,audio_features,spotify:track:1snNAXmmPXCn0dkF9DaPWw,0.25
111,0.082,https://api.spotify.com/v1/audio-analysis/3cCLvbMCHMgX7DLXPr1ALv,0.655,184939.0,0.794,3cCLvbMCHMgX7DLXPr1ALv,0.0791,10.0,0.0457,-5.872,0.0,0.25,187.007,short_term,4.0,https://api.spotify.com/v1/tracks/3cCLvbMCHMgX7DLXPr1ALv,audio_features,spotify:track:3cCLvbMCHMgX7DLXPr1ALv,0.667
112,0.669,https://api.spotify.com/v1/audio-analysis/51rPRW8NjxZoWPPjnRGzHw,0.704,301893.0,0.487,51rPRW8NjxZoWPPjnRGzHw,8.64e-05,9.0,0.111,-6.407,0.0,0.0604,121.726,short_term,4.0,https://api.spotify.com/v1/tracks/51rPRW8NjxZoWPPjnRGzHw,audio_features,spotify:track:51rPRW8NjxZoWPPjnRGzHw,0.313
113,0.0491,https://api.spotify.com/v1/audio-analysis/1iMOlA78LDd12ZHhuBNDh6,0.723,420720.0,0.754,1iMOlA78LDd12ZHhuBNDh6,0.00112,10.0,0.393,-9.376,1.0,0.0576,97.201,short_term,4.0,https://api.spotify.com/v1/tracks/1iMOlA78LDd12ZHhuBNDh6,audio_features,spotify:track:1iMOlA78LDd12ZHhuBNDh6,0.592
114,0.00474,https://api.spotify.com/v1/audio-analysis/511InmWye3UrDWkcE4SmT4,0.772,305649.0,0.65,511InmWye3UrDWkcE4SmT4,0.73,2.0,0.146,-7.449,0.0,0.0341,120.015,short_term,4.0,https://api.spotify.com/v1/tracks/511InmWye3UrDWkcE4SmT4,audio_features,spotify:track:511InmWye3UrDWkcE4SmT4,0.196
115,0.393,https://api.spotify.com/v1/audio-analysis/6VNooTY5w9A9wg1YUsEbKB,0.697,218358.0,0.578,6VNooTY5w9A9wg1YUsEbKB,0.379,9.0,0.106,-5.213,0.0,0.095,114.995,short_term,4.0,https://api.spotify.com/v1/tracks/6VNooTY5w9A9wg1YUsEbKB,audio_features,spotify:track:6VNooTY5w9A9wg1YUsEbKB,0.3
116,0.0987,https://api.spotify.com/v1/audio-analysis/4sFyLyuJOUVMDcaSg1oHEa,0.818,243946.0,0.562,4sFyLyuJOUVMDcaSg1oHEa,0.813,10.0,0.355,-7.779,0.0,0.0356,125.03,short_term,4.0,https://api.spotify.com/v1/tracks/4sFyLyuJOUVMDcaSg1oHEa,audio_features,spotify:track:4sFyLyuJOUVMDcaSg1oHEa,0.57
117,0.00915,https://api.spotify.com/v1/audio-analysis/2NeSirLM2VHQW4upn0nMfB,0.747,233979.0,0.865,2NeSirLM2VHQW4upn0nMfB,0.486,8.0,0.0425,-8.094,0.0,0.0351,122.994,short_term,4.0,https://api.spotify.com/v1/tracks/2NeSirLM2VHQW4upn0nMfB,audio_features,spotify:track:2NeSirLM2VHQW4upn0nMfB,0.935
118,0.12,https://api.spotify.com/v1/audio-analysis/37D9O4De2WL1hA6gyResgl,0.761,305777.0,0.263,37D9O4De2WL1hA6gyResgl,0.239,0.0,0.0996,-14.762,0.0,0.0473,107.991,short_term,4.0,https://api.spotify.com/v1/tracks/37D9O4De2WL1hA6gyResgl,audio_features,spotify:track:37D9O4De2WL1hA6gyResgl,0.315
119,0.291,https://api.spotify.com/v1/audio-analysis/66tkDkPsznE5zIHNt4QkXB,0.863,249957.0,0.533,66tkDkPsznE5zIHNt4QkXB,0.00126,5.0,0.0794,-7.986,0.0,0.0484,102.025,short_term,4.0,https://api.spotify.com/v1/tracks/66tkDkPsznE5zIHNt4QkXB,audio_features,spotify:track:66tkDkPsznE5zIHNt4QkXB,0.738
120,0.922,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,0.422,269560.0,0.264,3U4isOIWM3VvDubwSI3y7a,0.0,8.0,0.132,-7.064,1.0,0.0322,119.93,short_term,4.0,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,audio_features,spotify:track:3U4isOIWM3VvDubwSI3y7a,0.331
121,0.207,https://api.spotify.com/v1/audio-analysis/5ASHqDimzXwcnMkjNNyfP0,0.913,226307.0,0.588,5ASHqDimzXwcnMkjNNyfP0,0.0,0.0,0.111,-5.705,1.0,0.188,107.168,short_term,4.0,https://api.spotify.com/v1/tracks/5ASHqDimzXwcnMkjNNyfP0,audio_features,spotify:track:5ASHqDimzXwcnMkjNNyfP0,0.716
122,0.228,https://api.spotify.com/v1/audio-analysis/33irEjZEVGzPMZGbl4VRRF,0.915,349228.0,0.839,33irEjZEVGzPMZGbl4VRRF,0.781,9.0,0.0822,-6.383,1.0,0.147,126.033,short_term,4.0,https://api.spotify.com/v1/tracks/33irEjZEVGzPMZGbl4VRRF,audio_features,spotify:track:33irEjZEVGzPMZGbl4VRRF,0.681
123,0.0942,https://api.spotify.com/v1/audio-analysis/260V7huyJrXnyYe0dFv2Fa,0.704,276293.0,0.692,260V7huyJrXnyYe0dFv2Fa,0.0109,5.0,0.0922,-6.558,0.0,0.0304,96.005,short_term,4.0,https://api.spotify.com/v1/tracks/260V7huyJrXnyYe0dFv2Fa,audio_features,spotify:track:260V7huyJrXnyYe0dFv2Fa,0.369
124,0.173,https://api.spotify.com/v1/audio-analysis/4Ri84aoor16uSkNtpAvPgQ,0.919,303572.0,0.44,4Ri84aoor16uSkNtpAvPgQ,0.00392,1.0,0.0681,-11.588,1.0,0.0689,114.972,short_term,4.0,https://api.spotify.com/v1/tracks/4Ri84aoor16uSkNtpAvPgQ,audio_features,spotify:track:4Ri84aoor16uSkNtpAvPgQ,0.369
125,0.221,https://api.spotify.com/v1/audio-analysis/5rYilIuAwh6HhpVB44HI31,0.67,223267.0,0.643,5rYilIuAwh6HhpVB44HI31,1.58e-05,6.0,0.142,-7.198,0.0,0.0286,129.013,short_term,4.0,https://api.spotify.com/v1/tracks/5rYilIuAwh6HhpVB44HI31,audio_features,spotify:track:5rYilIuAwh6HhpVB44HI31,0.893
126,0.31,https://api.spotify.com/v1/audio-analysis/4hpmG15B0IJcB88PgrHu1U,0.869,204324.0,0.486,4hpmG15B0IJcB88PgrHu1U,0.311,1.0,0.102,-6.564,1.0,0.0446,111.004,short_term,4.0,https://api.spotify.com/v1/tracks/4hpmG15B0IJcB88PgrHu1U,audio_features,spotify:track:4hpmG15B0IJcB88PgrHu1U,0.52
127,0.0314,https://api.spotify.com/v1/audio-analysis/18nGprzEucUO4FF768lLhe,0.67,325415.0,0.939,18nGprzEucUO4FF768lLhe,0.791,1.0,0.0841,-7.216,1.0,0.0418,122.012,short_term,4.0,https://api.spotify.com/v1/tracks/18nGprzEucUO4FF768lLhe,audio_features,spotify:track:18nGprzEucUO4FF768lLhe,0.388
128,0.682,https://api.spotify.com/v1/audio-analysis/6zAqmi9YkgnMxbqLcf7hDv,0.823,427151.0,0.436,6zAqmi9YkgnMxbqLcf7hDv,0.0519,9.0,0.343,-10.439,0.0,0.105,105.096,short_term,4.0,https://api.spotify.com/v1/tracks/6zAqmi9YkgnMxbqLcf7hDv,audio_features,spotify:track:6zAqmi9YkgnMxbqLcf7hDv,0.452
129,0.0917,https://api.spotify.com/v1/audio-analysis/3uvALUobqjZvTGAh6737Mb,0.665,270720.0,0.549,3uvALUobqjZvTGAh6737Mb,0.557,7.0,0.0583,-11.388,0.0,0.0458,91.036,short_term,4.0,https://api.spotify.com/v1/tracks/3uvALUobqjZvTGAh6737Mb,audio_features,spotify:track:3uvALUobqjZvTGAh6737Mb,0.217
130,0.000224,https://api.spotify.com/v1/audio-analysis/3lrNU0pvwTaXsgDqa55A8j,0.805,404630.0,0.529,3lrNU0pvwTaXsgDqa55A8j,0.894,7.0,0.0844,-12.111,0.0,0.0378,121.004,short_term,4.0,https://api.spotify.com/v1/tracks/3lrNU0pvwTaXsgDqa55A8j,audio_features,spotify:track:3lrNU0pvwTaXsgDqa55A8j,0.714
131,0.0469,https://api.spotify.com/v1/audio-analysis/0cmIv2Q3OZ6q7oBOuJqA7N,0.934,160411.0,0.493,0cmIv2Q3OZ6q7oBOuJqA7N,0.0,8.0,0.0636,-7.03,1.0,0.0693,116.063,short_term,4.0,https://api.spotify.com/v1/tracks/0cmIv2Q3OZ6q7oBOuJqA7N,audio_features,spotify:track:0cmIv2Q3OZ6q7oBOuJqA7N,0.869
132,0.248,https://api.spotify.com/v1/audio-analysis/247LJ2oARxtQuFAlbPIx79,0.687,189442.0,0.633,247LJ2oARxtQuFAlbPIx79,0.0,4.0,0.0912,-5.738,1.0,0.0901,146.93,short_term,4.0,https://api.spotify.com/v1/tracks/247LJ2oARxtQuFAlbPIx79,audio_features,spotify:track:247LJ2oARxtQuFAlbPIx79,0.528
133,0.085,https://api.spotify.com/v1/audio-analysis/1g8JtlcyjbBeBwwHZATYBQ,0.834,171867.0,0.451,1g8JtlcyjbBeBwwHZATYBQ,0.000985,1.0,0.0868,-9.786,1.0,0.0824,101.765,short_term,4.0,https://api.spotify.com/v1/tracks/1g8JtlcyjbBeBwwHZATYBQ,audio_features,spotify:track:1g8JtlcyjbBeBwwHZATYBQ,0.43
134,0.748,https://api.spotify.com/v1/audio-analysis/4SS4YfDAEQG0fZAe1xfgn3,0.595,191104.0,0.528,4SS4YfDAEQG0fZAe1xfgn3,0.0,5.0,0.112,-8.922,0.0,0.0621,153.74,short_term,4.0,https://api.spotify.com/v1/tracks/4SS4YfDAEQG0fZAe1xfgn3,audio_features,spotify:track:4SS4YfDAEQG0fZAe1xfgn3,0.419
135,0.0209,https://api.spotify.com/v1/audio-analysis/6IwKcFdiRQZOWeYNhUiWIv,0.644,253813.0,0.548,6IwKcFdiRQZOWeYNhUiWIv,8.68e-06,1.0,0.134,-5.416,0.0,0.0286,90.042,short_term,4.0,https://api.spotify.com/v1/tracks/6IwKcFdiRQZOWeYNhUiWIv,audio_features,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,0.166
136,0.661,https://api.spotify.com/v1/audio-analysis/4Z4i631BesV0P6LTvfLAdL,0.741,417100.0,0.619,4Z4i631BesV0P6LTvfLAdL,0.674,1.0,0.125,-11.366,0.0,0.0514,126.008,short_term,4.0,https://api.spotify.com/v1/tracks/4Z4i631BesV0P6LTvfLAdL,audio_features,spotify:track:4Z4i631BesV0P6LTvfLAdL,0.146
137,0.401,https://api.spotify.com/v1/audio-analysis/0SWGLSAide4VLLrnTAfZA1,0.748,237083.0,0.603,0SWGLSAide4VLLrnTAfZA1,2.05e-05,0.0,0.0731,-7.243,1.0,0.0336,115.007,short_term,4.0,https://api.spotify.com/v1/tracks/0SWGLSAide4VLLrnTAfZA1,audio_features,spotify:track:0SWGLSAide4VLLrnTAfZA1,0.288
